method,CV_t,RN,RNN,D_slope,RC,gPi,PPF,PPi,PImd,PILSM,RTR,PIR,RDPI,ESPI,ESPIID,PSI,RPI,PQ,PR,NRW,ESP,CEV,PFI,APC,SI,RSI,EVS
RTR,-0.1355368026254102,0.8220815752461322,-0.04812470698546648,0.061345522737927795,-0.11971401781528365,-0.1355368026254102,0.047280825128926396,-0.09758556024378809,-0.09758556024378809,-0.09758556024378809,1,0.00543834974214721,-0.12044069385841538,0.00593061415846226,-0.002414439756211908,-0.0869901547116737,-0.12044069385841538,0.00593061415846226,0.00593061415846226,0.00593061415846226,-0.11978434130332863,-0.1355368026254102,-0.12435536802625409,-0.024800750117205814,-0.07313642756680731,0.1355368026254102,0.0016877637130801688
PIR,0.9642053445850914,0.024120956399437413,0.6071026722925458,0.8315049226441631,0.9525785278949835,0.9642053445850914,0.9635724331926863,0.9763713080168777,0.9763713080168777,0.9763713080168777,0.00543834974214721,1,0.9687529301453353,0.8464838255977496,0.838748241912799,-0.13802156586966713,0.9687529301453353,0.8464838255977496,0.8464838255977496,0.8464838255977496,0.9439287388654477,0.9642053445850914,0.9727144866385372,0.7777543366150962,0.9358884200656352,-0.9642053445850914,0.8333098921706517
RDPI,0.9983591186122832,-0.0549929676511955,0.6805438349742148,0.8163384903891233,0.9907641819034224,0.9983591186122832,0.9734411626816691,0.9914205344585092,0.9914205344585092,0.9914205344585092,-0.12044069385841538,0.9687529301453353,1,0.8323956868260666,0.8348804500703235,-0.1407641819034224,1,0.8323956868260666,0.8323956868260666,0.8323956868260666,0.9855368026254102,0.9983591186122832,0.996741678387248,0.7833567744960149,0.9569385841537741,-0.9983591186122832,0.8284106891701829
ESPI,0.8183075480543834,0.05527426160337553,0.7483591186122832,0.9939521800281295,0.8014299109235818,0.8183075480543834,0.8488513830285982,0.8633380215658696,0.8633380215658696,0.8633380215658696,0.00593061415846226,0.8464838255977496,0.8323956868260666,1,0.9906938584153775,-0.1695264885138303,0.8323956868260666,1,1,1,0.7760900140646976,0.8183075480543834,0.840295358649789,0.9298640412564463,0.9424753867791843,-0.8183075480543834,0.9902250351617441
ESPIID,0.823159868729489,0.04552273792780122,0.7969292076887013,0.9818330989217066,0.8,0.823159868729489,0.8528129395218004,0.8683075480543835,0.8683075480543835,0.8683075480543835,-0.002414439756211908,0.838748241912799,0.8348804500703235,0.9906938584153775,1,-0.10225035161744023,0.8348804500703235,0.9906938584153775,0.9906938584153775,0.9906938584153775,0.7785278949835912,0.823159868729489,0.8446788560712611,0.9630567276136897,0.9431082981715894,-0.823159868729489,0.9792780121894046
PSI,-0.13333333333333333,-0.06310360993905297,0.007759024847632443,-0.2264650726676043,-0.22925457102672292,-0.13333333333333333,-0.12986404125644632,-0.06697140178152836,-0.06697140178152836,-0.06697140178152836,-0.0869901547116737,-0.13802156586966713,-0.1407641819034224,-0.1695264885138303,-0.10225035161744023,1,-0.1407641819034224,-0.1695264885138303,-0.1695264885138303,-0.1695264885138303,-0.21800281293952178,-0.13333333333333333,-0.09453820909517112,0.0543834974214721,-0.18466947960618846,0.13333333333333333,-0.2631504922644163
RPI,0.9983591186122832,-0.0549929676511955,0.6805438349742148,0.8163384903891233,0.9907641819034224,0.9983591186122832,0.9734411626816691,0.9914205344585092,0.9914205344585092,0.9914205344585092,-0.12044069385841538,0.9687529301453353,1,0.8323956868260666,0.8348804500703235,-0.1407641819034224,1,0.8323956868260666,0.8323956868260666,0.8323956868260666,0.9855368026254102,0.9983591186122832,0.996741678387248,0.7833567744960149,0.9569385841537741,-0.9983591186122832,0.8284106891701829
PQ,0.8183075480543834,0.05527426160337553,0.7483591186122832,0.9939521800281295,0.8014299109235818,0.8183075480543834,0.8488513830285982,0.8633380215658696,0.8633380215658696,0.8633380215658696,0.00593061415846226,0.8464838255977496,0.8323956868260666,1,0.9906938584153775,-0.1695264885138303,0.8323956868260666,1,1,1,0.7760900140646976,0.8183075480543834,0.840295358649789,0.9298640412564463,0.9424753867791843,-0.8183075480543834,0.9902250351617441
PR,0.8183075480543834,0.05527426160337553,0.7483591186122832,0.9939521800281295,0.8014299109235818,0.8183075480543834,0.8488513830285982,0.8633380215658696,0.8633380215658696,0.8633380215658696,0.00593061415846226,0.8464838255977496,0.8323956868260666,1,0.9906938584153775,-0.1695264885138303,0.8323956868260666,1,1,1,0.7760900140646976,0.8183075480543834,0.840295358649789,0.9298640412564463,0.9424753867791843,-0.8183075480543834,0.9902250351617441
NRW,0.8183075480543834,0.05527426160337553,0.7483591186122832,0.9939521800281295,0.8014299109235818,0.8183075480543834,0.8488513830285982,0.8633380215658696,0.8633380215658696,0.8633380215658696,0.00593061415846226,0.8464838255977496,0.8323956868260666,1,0.9906938584153775,-0.1695264885138303,0.8323956868260666,1,1,1,0.7760900140646976,0.8183075480543834,0.840295358649789,0.9298640412564463,0.9424753867791843,-0.8183075480543834,0.9902250351617441
ESP,0.9892873886544772,-0.07088607594936709,0.6731364275668074,0.7657055789967182,0.9960150023441163,0.9892873886544772,0.9544303797468354,0.9621659634317862,0.9621659634317862,0.9621659634317862,-0.11978434130332863,0.9439287388654477,0.9855368026254102,0.7760900140646976,0.7785278949835912,-0.21800281293952178,0.9855368026254102,0.7760900140646976,0.7760900140646976,0.7760900140646976,1,0.9892873886544772,0.9766760431317393,0.7221518987341773,0.930450070323488,-0.9892873886544772,0.7853727144866385
CEV,1,-0.0759493670886076,0.6861228316924519,0.8014299109235818,0.9910689170182841,1,0.9678387248007501,0.9879278012189405,0.9879278012189405,0.9879278012189405,-0.1355368026254102,0.9642053445850914,0.9983591186122832,0.8183075480543834,0.823159868729489,-0.13333333333333333,0.9983591186122832,0.8183075480543834,0.8183075480543834,0.8183075480543834,0.9892873886544772,1,0.9957337083919362,0.7750351617440225,0.9511486169714019,-1,0.8156821378340365
PFI,0.9957337083919362,-0.0603609939052977,0.680379746835443,0.8211204875761838,0.9817158931082982,0.9957337083919362,0.9707219878105954,0.9961556493202063,0.9961556493202063,0.9961556493202063,-0.12435536802625409,0.9727144866385372,0.996741678387248,0.840295358649789,0.8446788560712611,-0.09453820909517112,0.996741678387248,0.840295358649789,0.840295358649789,0.840295358649789,0.9766760431317393,0.9957337083919362,1,0.7997655883731833,0.9563056727613689,-0.9957337083919362,0.8308954524144397
APC,0.7750351617440225,0.02625410220346929,0.8454992967651195,0.9140646976090014,0.7358180965775902,0.7750351617440225,0.8028129395218003,0.8274027191748711,0.8274027191748711,0.8274027191748711,-0.024800750117205814,0.7777543366150962,0.7833567744960149,0.9298640412564463,0.9630567276136897,0.0543834974214721,0.7833567744960149,0.9298640412564463,0.9298640412564463,0.9298640412564463,0.7221518987341773,0.7750351617440225,0.7997655883731833,1,0.8876699484294421,-0.7750351617440225,0.9083919362400376
SI,0.9511486169714019,-0.01828410689170183,0.7827238631036099,0.9344350679793718,0.942639474917956,0.9511486169714019,0.9471401781528365,0.9614861697140178,0.9614861697140178,0.9614861697140178,-0.07313642756680731,0.9358884200656352,0.9569385841537741,0.9424753867791843,0.9431082981715894,-0.18466947960618846,0.9569385841537741,0.9424753867791843,0.9424753867791843,0.9424753867791843,0.930450070323488,0.9511486169714019,0.9563056727613689,0.8876699484294421,1,-0.9511486169714019,0.9456399437412096
RSI,-1,0.0759493670886076,-0.6861228316924519,-0.8014299109235818,-0.9910689170182841,-1,-0.9678387248007501,-0.9879278012189405,-0.9879278012189405,-0.9879278012189405,0.1355368026254102,-0.9642053445850914,-0.9983591186122832,-0.8183075480543834,-0.823159868729489,0.13333333333333333,-0.9983591186122832,-0.8183075480543834,-0.8183075480543834,-0.8183075480543834,-0.9892873886544772,-1,-0.9957337083919362,-0.7750351617440225,-0.9511486169714019,1,-0.8156821378340365
EVS,0.8156821378340365,0.04306141584622598,0.7651664322550399,0.994116268166901,0.8080403187998125,0.8156821378340365,0.8408345053914674,0.8478199718706048,0.8478199718706048,0.8478199718706048,0.0016877637130801688,0.8333098921706517,0.8284106891701829,0.9902250351617441,0.9792780121894046,-0.2631504922644163,0.8284106891701829,0.9902250351617441,0.9902250351617441,0.9902250351617441,0.7853727144866385,0.8156821378340365,0.8308954524144397,0.9083919362400376,0.9456399437412096,-0.8156821378340365,1
