method,CV_t,RN,RNN,D_slope,RC,gPi,PPF,PPi,PImd,PILSM,RTR,PIR,RDPI,ESPI,ESPIID,PSI,RPI,PQ,PR,NRW,ESP,CEV,PFI,APC,SI,RSI,EVS
RPI,0.9753164556962025,-0.039240506329113925,0.5037974683544304,0.629746835443038,0.9411392405063291,0.9753164556962025,0.8879746835443038,0.939873417721519,0.939873417721519,0.939873417721519,-0.0810126582278481,0.8658227848101265,1,0.6462025316455696,0.6569620253164556,-0.1291139240506329,1,0.6462025316455696,0.6462025316455696,0.6462025316455696,0.9120253164556962,0.9753164556962025,0.9651898734177216,0.6075949367088608,0.8348101265822785,-0.9753164556962025,0.6462025316455696
PQ,0.6265822784810127,0.0310126582278481,0.629746835443038,0.9455696202531646,0.6050632911392405,0.6265822784810127,0.6569620253164556,0.6860759493670886,0.6860759493670886,0.6860759493670886,0.0031645569620253164,0.6677215189873418,0.6462025316455696,1,0.9360759493670886,-0.31075949367088607,0.6462025316455696,1,1,1,0.5734177215189873,0.6265822784810127,0.6518987341772152,0.8183544303797469,0.7987341772151899,-0.6265822784810127,0.9367088607594937
PR,0.6265822784810127,0.0310126582278481,0.629746835443038,0.9455696202531646,0.6050632911392405,0.6265822784810127,0.6569620253164556,0.6860759493670886,0.6860759493670886,0.6860759493670886,0.0031645569620253164,0.6677215189873418,0.6462025316455696,1,0.9360759493670886,-0.31075949367088607,0.6462025316455696,1,1,1,0.5734177215189873,0.6265822784810127,0.6518987341772152,0.8183544303797469,0.7987341772151899,-0.6265822784810127,0.9367088607594937
NRW,0.6265822784810127,0.0310126582278481,0.629746835443038,0.9455696202531646,0.6050632911392405,0.6265822784810127,0.6569620253164556,0.6860759493670886,0.6860759493670886,0.6860759493670886,0.0031645569620253164,0.6677215189873418,0.6462025316455696,1,0.9360759493670886,-0.31075949367088607,0.6462025316455696,1,1,1,0.5734177215189873,0.6265822784810127,0.6518987341772152,0.8183544303797469,0.7987341772151899,-0.6265822784810127,0.9367088607594937
ESP,0.9316455696202531,-0.046202531645569624,0.5006329113924051,0.5645569620253165,0.9670886075949368,0.9316455696202531,0.8481012658227848,0.8518987341772152,0.8518987341772152,0.8518987341772152,-0.07784810126582278,0.8094936708860759,0.9120253164556962,0.5734177215189873,0.5879746835443038,-0.15759493670886077,0.9120253164556962,0.5734177215189873,0.5734177215189873,0.5734177215189873,1,0.9316455696202531,0.8911392405063291,0.539873417721519,0.7746835443037975,-0.9316455696202531,0.5911392405063292
CEV,1,-0.05126582278481013,0.509493670886076,0.6113924050632912,0.9417721518987342,1,0.8721518987341772,0.9189873417721519,0.9189873417721519,0.9189873417721519,-0.09050632911392405,0.85,0.9753164556962025,0.6265822784810127,0.639873417721519,-0.11708860759493671,0.9753164556962025,0.6265822784810127,0.6265822784810127,0.6265822784810127,0.9316455696202531,1,0.9582278481012658,0.5968354430379746,0.8189873417721519,-1,0.6303797468354431
PFI,0.9582278481012658,-0.043670886075949364,0.4981012658227848,0.6316455696202532,0.9113924050632911,0.9582278481012658,0.8810126582278481,0.9582278481012658,0.9582278481012658,0.9582278481012658,-0.08291139240506329,0.8740506329113924,0.9651898734177216,0.6518987341772152,0.6651898734177215,-0.09936708860759494,0.9651898734177216,0.6518987341772152,0.6518987341772152,0.6518987341772152,0.8911392405063291,0.9582278481012658,1,0.6234177215189873,0.8278481012658228,-0.9582278481012658,0.6443037974683544
APC,0.5968354430379746,0.010126582278481013,0.7177215189873418,0.7778481012658228,0.5550632911392405,0.5968354430379746,0.6234177215189873,0.6575949367088607,0.6575949367088607,0.6575949367088607,-0.01139240506329114,0.6139240506329114,0.6075949367088608,0.8183544303797469,0.8772151898734177,-0.1291139240506329,0.6075949367088608,0.8183544303797469,0.8183544303797469,0.8183544303797469,0.539873417721519,0.5968354430379746,0.6234177215189873,1,0.7284810126582278,-0.5968354430379746,0.7879746835443038
SI,0.8189873417721519,-0.008227848101265823,0.6044303797468354,0.7873417721518987,0.8037974683544303,0.8189873417721519,0.8139240506329114,0.8455696202531645,0.8455696202531645,0.8455696202531645,-0.052531645569620256,0.7981012658227848,0.8348101265822785,0.7987341772151899,0.8069620253164557,-0.20949367088607596,0.8348101265822785,0.7987341772151899,0.7987341772151899,0.7987341772151899,0.7746835443037975,0.8189873417721519,0.8278481012658228,0.7284810126582278,1,-0.8189873417721519,0.8113924050632911
RSI,-1,0.05126582278481013,-0.509493670886076,-0.6113924050632912,-0.9417721518987342,-1,-0.8721518987341772,-0.9189873417721519,-0.9189873417721519,-0.9189873417721519,0.09050632911392405,-0.85,-0.9753164556962025,-0.6265822784810127,-0.639873417721519,0.11708860759493671,-0.9753164556962025,-0.6265822784810127,-0.6265822784810127,-0.6265822784810127,-0.9316455696202531,-1,-0.9582278481012658,-0.5968354430379746,-0.8189873417721519,1,-0.6303797468354431
EVS,0.6303797468354431,0.02721518987341772,0.6664556962025316,0.9455696202531646,0.6189873417721519,0.6303797468354431,0.6481012658227848,0.6683544303797468,0.6683544303797468,0.6683544303797468,-0.004430379746835443,0.6525316455696203,0.6462025316455696,0.9367088607594937,0.910759493670886,-0.3411392405063291,0.6462025316455696,0.9367088607594937,0.9367088607594937,0.9367088607594937,0.5911392405063292,0.6303797468354431,0.6443037974683544,0.7879746835443038,0.8113924050632911,-0.6303797468354431,1
