method,...1,CV_t,RN,RNN,D_slope,RC,gPi,PPF,PPi,PImd,PILSM,RTR,PIR,RDPI,ESPI,ESPIID,PSI,RPI,PQ,PR,NRW,ESP,CEV,PFI,APC,SI,RSI
PILSM,0.3860759493670886,0.9259493670886076,-0.020253164556962026,0.5253164556962026,0.5936708860759494,0.889873417721519,0.9259493670886076,0.8892405063291139,1,1,1,-0.007594936708860759,0.8879746835443038,0.939873417721519,0.5854430379746836,0.589873417721519,-0.1240506329113924,0.939873417721519,0.5854430379746836,0.5854430379746836,0.5854430379746836,0.8949367088607595,0.9259493670886076,0.8620253164556962,0.5145569620253164,0.7886075949367088,-0.9259493670886076
RTR,-0.020253164556962026,-0.019620253164556962,0.789873417721519,-0.016455696202531647,0.07341772151898734,-0.021518987341772152,-0.019620253164556962,0.09430379746835443,-0.007594936708860759,-0.007594936708860759,-0.007594936708860759,1,0.08417721518987342,-0.010759493670886076,0.052531645569620256,0.03291139240506329,-0.04430379746835443,-0.010759493670886076,0.052531645569620256,0.052531645569620256,0.052531645569620256,-0.02531645569620253,-0.019620253164556962,-0.024050632911392405,0.02088607594936709,0.005063291139240506,0.019620253164556962
PIR,0.3120253164556962,0.8569620253164557,0.06772151898734177,0.45759493670886076,0.5968354430379746,0.8386075949367089,0.8569620253164557,0.9126582278481012,0.8879746835443038,0.8879746835443038,0.8879746835443038,0.08417721518987342,1,0.8810126582278481,0.5746835443037974,0.5512658227848102,-0.1778481012658228,0.8810126582278481,0.5746835443037974,0.5746835443037974,0.5746835443037974,0.8373417721518988,0.8569620253164557,0.7613924050632911,0.4506329113924051,0.7664556962025316,-0.8569620253164557
RDPI,0.35253164556962024,0.9481012658227848,-0.019620253164556962,0.510759493670886,0.5968354430379746,0.9449367088607595,0.9481012658227848,0.8936708860759494,0.939873417721519,0.939873417721519,0.939873417721519,-0.010759493670886076,0.8810126582278481,1,0.5746835443037974,0.5702531645569621,-0.17151898734177215,1,0.5746835443037974,0.5746835443037974,0.5746835443037974,0.9449367088607595,0.9481012658227848,0.8132911392405063,0.47215189873417723,0.8018987341772152,-0.9481012658227848
ESPI,0.39177215189873416,0.5746835443037974,0.05126582278481013,0.7132911392405064,0.9056962025316456,0.5588607594936709,0.5746835443037974,0.5734177215189873,0.5854430379746836,0.5854430379746836,0.5854430379746836,0.052531645569620256,0.5746835443037974,0.5746835443037974,1,0.8664556962025316,-0.3550632911392405,0.5746835443037974,1,1,1,0.5626582278481013,0.5746835443037974,0.5512658227848102,0.6645569620253164,0.7613924050632911,-0.5746835443037974
ESPIID,0.5,0.580379746835443,0.026582278481012658,0.7911392405063291,0.8025316455696202,0.549367088607595,0.580379746835443,0.5639240506329114,0.589873417721519,0.589873417721519,0.589873417721519,0.03291139240506329,0.5512658227848102,0.5702531645569621,0.8664556962025316,1,-0.22151898734177214,0.5702531645569621,0.8664556962025316,0.8664556962025316,0.8664556962025316,0.5544303797468354,0.580379746835443,0.6050632911392405,0.7981012658227848,0.7430379746835443,-0.580379746835443
PSI,0.2417721518987342,-0.13987341772151898,-0.026582278481012658,-0.07721518987341772,-0.379746835443038,-0.1911392405063291,-0.13987341772151898,-0.160126582278481,-0.1240506329113924,-0.1240506329113924,-0.1240506329113924,-0.04430379746835443,-0.1778481012658228,-0.17151898734177215,-0.3550632911392405,-0.22151898734177214,1,-0.17151898734177215,-0.3550632911392405,-0.3550632911392405,-0.3550632911392405,-0.1848101265822785,-0.13987341772151898,0.0012658227848101266,-0.019620253164556962,-0.24430379746835443,0.13987341772151898
RPI,0.35253164556962024,0.9481012658227848,-0.019620253164556962,0.510759493670886,0.5968354430379746,0.9449367088607595,0.9481012658227848,0.8936708860759494,0.939873417721519,0.939873417721519,0.939873417721519,-0.010759493670886076,0.8810126582278481,1,0.5746835443037974,0.5702531645569621,-0.17151898734177215,1,0.5746835443037974,0.5746835443037974,0.5746835443037974,0.9449367088607595,0.9481012658227848,0.8132911392405063,0.47215189873417723,0.8018987341772152,-0.9481012658227848
PQ,0.39177215189873416,0.5746835443037974,0.05126582278481013,0.7132911392405064,0.9056962025316456,0.5588607594936709,0.5746835443037974,0.5734177215189873,0.5854430379746836,0.5854430379746836,0.5854430379746836,0.052531645569620256,0.5746835443037974,0.5746835443037974,1,0.8664556962025316,-0.3550632911392405,0.5746835443037974,1,1,1,0.5626582278481013,0.5746835443037974,0.5512658227848102,0.6645569620253164,0.7613924050632911,-0.5746835443037974
PR,0.39177215189873416,0.5746835443037974,0.05126582278481013,0.7132911392405064,0.9056962025316456,0.5588607594936709,0.5746835443037974,0.5734177215189873,0.5854430379746836,0.5854430379746836,0.5854430379746836,0.052531645569620256,0.5746835443037974,0.5746835443037974,1,0.8664556962025316,-0.3550632911392405,0.5746835443037974,1,1,1,0.5626582278481013,0.5746835443037974,0.5512658227848102,0.6645569620253164,0.7613924050632911,-0.5746835443037974
NRW,0.39177215189873416,0.5746835443037974,0.05126582278481013,0.7132911392405064,0.9056962025316456,0.5588607594936709,0.5746835443037974,0.5734177215189873,0.5854430379746836,0.5854430379746836,0.5854430379746836,0.052531645569620256,0.5746835443037974,0.5746835443037974,1,0.8664556962025316,-0.3550632911392405,0.5746835443037974,1,1,1,0.5626582278481013,0.5746835443037974,0.5512658227848102,0.6645569620253164,0.7613924050632911,-0.5746835443037974
ESP,0.3468354430379747,0.9525316455696202,-0.02278481012658228,0.5139240506329114,0.5734177215189873,0.9936708860759493,0.9525316455696202,0.8727848101265823,0.8949367088607595,0.8949367088607595,0.8949367088607595,-0.02531645569620253,0.8373417721518988,0.9449367088607595,0.5626582278481013,0.5544303797468354,-0.1848101265822785,0.9449367088607595,0.5626582278481013,0.5626582278481013,0.5626582278481013,1,0.9525316455696202,0.8075949367088607,0.46139240506329116,0.7974683544303798,-0.9525316455696202
CEV,0.38164556962025314,1,-0.015822784810126583,0.5373417721518987,0.5765822784810126,0.9462025316455697,1,0.8848101265822785,0.9259493670886076,0.9259493670886076,0.9259493670886076,-0.019620253164556962,0.8569620253164557,0.9481012658227848,0.5746835443037974,0.580379746835443,-0.13987341772151898,0.9481012658227848,0.5746835443037974,0.5746835443037974,0.5746835443037974,0.9525316455696202,1,0.8550632911392405,0.5012658227848101,0.8056962025316455,-1
PFI,0.4708860759493671,0.8550632911392405,-0.0189873417721519,0.5632911392405063,0.5354430379746835,0.8012658227848102,0.8550632911392405,0.7968354430379747,0.8620253164556962,0.8620253164556962,0.8620253164556962,-0.024050632911392405,0.7613924050632911,0.8132911392405063,0.5512658227848102,0.6050632911392405,0.0012658227848101266,0.8132911392405063,0.5512658227848102,0.5512658227848102,0.5512658227848102,0.8075949367088607,0.8550632911392405,1,0.5955696202531645,0.7316455696202532,-0.8550632911392405
APC,0.6044303797468354,0.5012658227848101,0.012025316455696202,0.7575949367088608,0.6031645569620253,0.4550632911392405,0.5012658227848101,0.47848101265822784,0.5145569620253164,0.5145569620253164,0.5145569620253164,0.02088607594936709,0.4506329113924051,0.47215189873417723,0.6645569620253164,0.7981012658227848,-0.019620253164556962,0.47215189873417723,0.6645569620253164,0.6645569620253164,0.6645569620253164,0.46139240506329116,0.5012658227848101,0.5955696202531645,1,0.5816455696202532,-0.5012658227848101
SI,0.40759493670886077,0.8056962025316455,0.008860759493670886,0.6341772151898735,0.7569620253164557,0.7936708860759494,0.8056962025316455,0.7867088607594936,0.7886075949367088,0.7886075949367088,0.7886075949367088,0.005063291139240506,0.7664556962025316,0.8018987341772152,0.7613924050632911,0.7430379746835443,-0.24430379746835443,0.8018987341772152,0.7613924050632911,0.7613924050632911,0.7613924050632911,0.7974683544303798,0.8056962025316455,0.7316455696202532,0.5816455696202532,1,-0.8056962025316455
RSI,-0.38164556962025314,-1,0.015822784810126583,-0.5373417721518987,-0.5765822784810126,-0.9462025316455697,-1,-0.8848101265822785,-0.9259493670886076,-0.9259493670886076,-0.9259493670886076,0.019620253164556962,-0.8569620253164557,-0.9481012658227848,-0.5746835443037974,-0.580379746835443,0.13987341772151898,-0.9481012658227848,-0.5746835443037974,-0.5746835443037974,-0.5746835443037974,-0.9525316455696202,-1,-0.8550632911392405,-0.5012658227848101,-0.8056962025316455,1
